date,value
2000-06-07T11:30:00Z,36917
2000-06-07T12:00:00Z,36854
2000-06-07T12:30:00Z,36525
2000-06-07T13:00:00Z,36431
2000-06-07T13:30:00Z,36212
2000-06-07T14:00:00Z,36061
2000-06-07T14:30:00Z,35931
2000-06-07T15:00:00Z,35835
2000-06-07T15:30:00Z,36148
2000-06-07T16:00:00Z,36523
2000-06-07T16:30:00Z,36859
2000-06-07T17:00:00Z,36731
2000-06-07T17:30:00Z,35804
2000-06-07T18:00:00Z,34721
2000-06-07T18:30:00Z,34035
2000-06-07T19:00:00Z,33234
2000-06-07T19:30:00Z,32532
2000-06-07T20:00:00Z,31474
2000-06-07T20:30:00Z,31957
2000-06-07T21:00:00Z,32500
2000-06-07T21:30:00Z,32586
2000-06-07T22:00:00Z,31917
2000-06-07T22:30:00Z,30636
2000-06-07T23:00:00Z,28705
2000-06-07T23:30:00Z,26707
2000-06-08T00:00:00Z,25092
2000-06-08T00:30:00Z,24412
2000-06-08T01:00:00Z,24714
2000-06-08T01:30:00Z,25079
2000-06-08T02:00:00Z,24904
2000-06-08T02:30:00Z,24380
2000-06-08T03:00:00Z,24009
2000-06-08T03:30:00Z,23913
2000-06-08T04:00:00Z,23657
2000-06-08T04:30:00Z,23262
2000-06-08T05:00:00Z,23283
2000-06-08T05:30:00Z,23870
2000-06-08T06:00:00Z,26001
2000-06-08T06:30:00Z,28448
2000-06-08T07:00:00Z,31876
2000-06-08T07:30:00Z,34363
2000-06-08T08:00:00Z,35819
2000-06-08T08:30:00Z,36295
2000-06-08T09:00:00Z,36949
2000-06-08T09:30:00Z,37095
2000-06-08T10:00:00Z,37086
2000-06-08T10:30:00Z,37520
2000-06-08T11:00:00Z,37540
2000-06-08T11:30:00Z,37671
2000-06-08T12:00:00Z,37695
2000-06-08T12:30:00Z,37314
2000-06-08T13:00:00Z,37113
2000-06-08T13:30:00Z,36796
2000-06-08T14:00:00Z,36705
2000-06-08T14:30:00Z,36634
2000-06-08T15:00:00Z,36357
2000-06-08T15:30:00Z,36664
2000-06-08T16:00:00Z,37020
2000-06-08T16:30:00Z,37152
2000-06-08T17:00:00Z,36836
2000-06-08T17:30:00Z,36008
2000-06-08T18:00:00Z,34981
2000-06-08T18:30:00Z,34265
2000-06-08T19:00:00Z,33385
2000-06-08T19:30:00Z,32477
2000-06-08T20:00:00Z,31966
2000-06-08T20:30:00Z,31402
2000-06-08T21:00:00Z,31703
2000-06-08T21:30:00Z,32192
2000-06-08T22:00:00Z,32322
2000-06-08T22:30:00Z,30972
2000-06-08T23:00:00Z,28910
2000-06-08T23:30:00Z,26992
2000-06-09T00:00:00Z,25324
2000-06-09T00:30:00Z,24684
2000-06-09T01:00:00Z,24893
2000-06-09T01:30:00Z,25092
2000-06-09T02:00:00Z,24751
2000-06-09T02:30:00Z,24238
2000-06-09T03:00:00Z,23906
2000-06-09T03:30:00Z,23755
2000-06-09T04:00:00Z,23625
2000-06-09T04:30:00Z,23027
2000-06-09T05:00:00Z,23097
2000-06-09T05:30:00Z,23692
2000-06-09T06:00:00Z,25936
2000-06-09T06:30:00Z,28501
2000-06-09T07:00:00Z,31838
2000-06-09T07:30:00Z,34308
2000-06-09T08:00:00Z,36305
2000-06-09T08:30:00Z,36743
2000-06-09T09:00:00Z,37705
2000-06-09T09:30:00Z,37980
2000-06-09T10:00:00Z,38084
2000-06-09T10:30:00Z,38379
2000-06-09T11:00:00Z,38526
2000-06-09T11:30:00Z,38429
2000-06-09T12:00:00Z,38344
2000-06-09T12:30:00Z,37785
2000-06-09T13:00:00Z,37495
2000-06-09T13:30:00Z,37190
2000-06-09T14:00:00Z,37010
2000-06-09T14:30:00Z,36641
2000-06-09T15:00:00Z,36296
2000-06-09T15:30:00Z,36309
2000-06-09T16:00:00Z,36532
2000-06-09T16:30:00Z,36662
2000-06-09T17:00:00Z,36229
2000-06-09T17:30:00Z,35321
2000-06-09T18:00:00Z,34409
2000-06-09T18:30:00Z,33425
2000-06-09T19:00:00Z,32708
2000-06-09T19:30:00Z,31460
2000-06-09T20:00:00Z,30955
2000-06-09T20:30:00Z,30274
2000-06-09T21:00:00Z,30302
2000-06-09T21:30:00Z,30427
2000-06-09T22:00:00Z,30154
2000-06-09T22:30:00Z,29311
2000-06-09T23:00:00Z,27699
2000-06-09T23:30:00Z,26213
2000-06-10T00:00:00Z,24756
2000-06-10T00:30:00Z,23847
2000-06-10T01:00:00Z,23917
2000-06-10T01:30:00Z,23989
2000-06-10T02:00:00Z,23555
2000-06-10T02:30:00Z,23026
2000-06-10T03:00:00Z,22668
2000-06-10T03:30:00Z,22451
2000-06-10T04:00:00Z,21969
2000-06-10T04:30:00Z,21212
2000-06-10T05:00:00Z,20978
2000-06-10T05:30:00Z,21155
2000-06-10T06:00:00Z,22370
2000-06-10T06:30:00Z,23537
2000-06-10T07:00:00Z,25210
2000-06-10T07:30:00Z,26961
2000-06-10T08:00:00Z,28770
2000-06-10T08:30:00Z,29915
2000-06-10T09:00:00Z,30895
2000-06-10T09:30:00Z,31273
2000-06-10T10:00:00Z,31390
2000-06-10T10:30:00Z,31287
2000-06-10T11:00:00Z,31163
2000-06-10T11:30:00Z,30811
2000-06-10T12:00:00Z,30310
2000-06-10T12:30:00Z,29767
2000-06-10T13:00:00Z,29016
2000-06-10T13:30:00Z,28374
2000-06-10T14:00:00Z,28064
2000-06-10T14:30:00Z,27599
2000-06-10T15:00:00Z,27338
2000-06-10T15:30:00Z,27156
2000-06-10T16:00:00Z,27355
2000-06-10T16:30:00Z,27860
2000-06-10T17:00:00Z,28315
2000-06-10T17:30:00Z,28396
2000-06-10T18:00:00Z,27932
2000-06-10T18:30:00Z,27776
2000-06-10T19:00:00Z,27520
2000-06-10T19:30:00Z,27026
2000-06-10T20:00:00Z,26649
2000-06-10T20:30:00Z,26343
2000-06-10T21:00:00Z,26487
2000-06-10T21:30:00Z,27219
2000-06-10T22:00:00Z,27384
2000-06-10T22:30:00Z,26680
2000-06-10T23:00:00Z,25658
2000-06-10T23:30:00Z,24258
2000-06-11T00:00:00Z,22864
2000-06-11T00:30:00Z,21998
2000-06-11T01:00:00Z,22165
2000-06-11T01:30:00Z,22308
2000-06-11T02:00:00Z,21863
2000-06-11T02:30:00Z,21439
2000-06-11T03:00:00Z,21067
2000-06-11T03:30:00Z,20781
2000-06-11T04:00:00Z,20389
2000-06-11T04:30:00Z,19663
2000-06-11T05:00:00Z,19305
2000-06-11T05:30:00Z,19410
2000-06-11T06:00:00Z,20079
2000-06-11T06:30:00Z,20701
2000-06-11T07:00:00Z,21639
2000-06-11T07:30:00Z,22722
2000-06-11T08:00:00Z,24046
2000-06-11T08:30:00Z,25150
2000-06-11T09:00:00Z,26285
2000-06-11T09:30:00Z,27420
2000-06-11T10:00:00Z,28438
2000-06-11T10:30:00Z,28770
2000-06-11T11:00:00Z,29309
2000-06-11T11:30:00Z,29586
2000-06-11T12:00:00Z,29721
2000-06-11T12:30:00Z,29598
2000-06-11T13:00:00Z,28776
2000-06-11T13:30:00Z,28008
2000-06-11T14:00:00Z,27487
2000-06-11T14:30:00Z,27272
2000-06-11T15:00:00Z,27091
2000-06-11T15:30:00Z,27156
2000-06-11T16:00:00Z,27190
2000-06-11T16:30:00Z,27461
2000-06-11T17:00:00Z,27722
2000-06-11T17:30:00Z,27583
2000-06-11T18:00:00Z,27575
2000-06-11T18:30:00Z,27512
2000-06-11T19:00:00Z,27603
2000-06-11T19:30:00Z,27155
2000-06-11T20:00:00Z,27250
2000-06-11T20:30:00Z,27200
2000-06-11T21:00:00Z,27798
2000-06-11T21:30:00Z,28487
2000-06-11T22:00:00Z,28691
2000-06-11T22:30:00Z,27260
2000-06-11T23:00:00Z,25371
2000-06-11T23:30:00Z,23689
2000-06-12T00:00:00Z,22454
2000-06-12T00:30:00Z,21818
2000-06-12T01:00:00Z,22002
2000-06-12T01:30:00Z,22516
2000-06-12T02:00:00Z,22292
2000-06-12T02:30:00Z,21935
2000-06-12T03:00:00Z,21683
2000-06-12T03:30:00Z,21656
2000-06-12T04:00:00Z,21481
2000-06-12T04:30:00Z,21140
2000-06-12T05:00:00Z,21308
2000-06-12T05:30:00Z,22138
2000-06-12T06:00:00Z,24699
2000-06-12T06:30:00Z,27366
2000-06-12T07:00:00Z,30973
2000-06-12T07:30:00Z,33497
2000-06-12T08:00:00Z,35192
2000-06-12T08:30:00Z,35624
2000-06-12T09:00:00Z,36444
2000-06-12T09:30:00Z,36903
2000-06-12T10:00:00Z,36944
2000-06-12T10:30:00Z,37223
2000-06-12T11:00:00Z,37345
2000-06-12T11:30:00Z,37710
2000-06-12T12:00:00Z,37641
2000-06-12T12:30:00Z,37391
2000-06-12T13:00:00Z,37116
2000-06-12T13:30:00Z,37017
2000-06-12T14:00:00Z,37024
2000-06-12T14:30:00Z,36882
2000-06-12T15:00:00Z,36605
2000-06-12T15:30:00Z,36861
2000-06-12T16:00:00Z,37241
2000-06-12T16:30:00Z,37550
2000-06-12T17:00:00Z,37215
2000-06-12T17:30:00Z,36203
2000-06-12T18:00:00Z,35035
2000-06-12T18:30:00Z,34112
2000-06-12T19:00:00Z,33482
2000-06-12T19:30:00Z,32349
2000-06-12T20:00:00Z,31186
2000-06-12T20:30:00Z,30920
2000-06-12T21:00:00Z,30270
2000-06-12T21:30:00Z,31869
2000-06-12T22:00:00Z,31651
2000-06-12T22:30:00Z,30821
2000-06-12T23:00:00Z,28528
2000-06-12T23:30:00Z,26675
2000-06-13T00:00:00Z,25129
2000-06-13T00:30:00Z,24425
2000-06-13T01:00:00Z,24538
2000-06-13T01:30:00Z,24577
2000-06-13T02:00:00Z,24215
2000-06-13T02:30:00Z,24012
2000-06-13T03:00:00Z,23723
2000-06-13T03:30:00Z,23546
2000-06-13T04:00:00Z,23379
2000-06-13T04:30:00Z,22857
2000-06-13T05:00:00Z,22939
2000-06-13T05:30:00Z,23464
2000-06-13T06:00:00Z,25734
2000-06-13T06:30:00Z,28240
2000-06-13T07:00:00Z,31600
2000-06-13T07:30:00Z,34011
2000-06-13T08:00:00Z,35567
2000-06-13T08:30:00Z,35946
2000-06-13T09:00:00Z,36733
2000-06-13T09:30:00Z,36963
2000-06-13T10:00:00Z,37009
2000-06-13T10:30:00Z,37100
2000-06-13T11:00:00Z,37265
2000-06-13T11:30:00Z,37478
2000-06-13T12:00:00Z,37462
2000-06-13T12:30:00Z,37040
2000-06-13T13:00:00Z,36778
2000-06-13T13:30:00Z,36679
2000-06-13T14:00:00Z,36570
2000-06-13T14:30:00Z,36509
2000-06-13T15:00:00Z,36433
2000-06-13T15:30:00Z,36730
2000-06-13T16:00:00Z,37125
2000-06-13T16:30:00Z,37359
2000-06-13T17:00:00Z,36995
2000-06-13T17:30:00Z,36149
2000-06-13T18:00:00Z,34845
2000-06-13T18:30:00Z,33986
2000-06-13T19:00:00Z,33353
2000-06-13T19:30:00Z,32595
2000-06-13T20:00:00Z,31833
2000-06-13T20:30:00Z,31382
2000-06-13T21:00:00Z,31264
2000-06-13T21:30:00Z,31805
2000-06-13T22:00:00Z,32067
2000-06-13T22:30:00Z,30723
2000-06-13T23:00:00Z,28736
2000-06-13T23:30:00Z,26800
2000-06-14T00:00:00Z,25296
2000-06-14T00:30:00Z,24612
2000-06-14T01:00:00Z,24614
2000-06-14T01:30:00Z,24699
2000-06-14T02:00:00Z,24358
2000-06-14T02:30:00Z,23930
2000-06-14T03:00:00Z,23690
2000-06-14T03:30:00Z,23720
2000-06-14T04:00:00Z,23472
2000-06-14T04:30:00Z,23233
2000-06-14T05:00:00Z,23376
2000-06-14T05:30:00Z,23913
2000-06-14T06:00:00Z,26027
2000-06-14T06:30:00Z,28641
2000-06-14T07:00:00Z,32093
2000-06-14T07:30:00Z,34598
2000-06-14T08:00:00Z,36118
2000-06-14T08:30:00Z,36505
2000-06-14T09:00:00Z,37295
2000-06-14T09:30:00Z,37562
2000-06-14T10:00:00Z,37546
2000-06-14T10:30:00Z,37734
2000-06-14T11:00:00Z,38071
2000-06-14T11:30:00Z,38204
2000-06-14T12:00:00Z,38233
2000-06-14T12:30:00Z,37710
2000-06-14T13:00:00Z,37459
2000-06-14T13:30:00Z,37224
2000-06-14T14:00:00Z,37208
2000-06-14T14:30:00Z,36962
2000-06-14T15:00:00Z,36837
2000-06-14T15:30:00Z,37151
2000-06-14T16:00:00Z,37602
2000-06-14T16:30:00Z,38055
2000-06-14T17:00:00Z,37780
2000-06-14T17:30:00Z,36832
2000-06-14T18:00:00Z,35861
2000-06-14T18:30:00Z,35202
2000-06-14T19:00:00Z,34347
2000-06-14T19:30:00Z,33562
2000-06-14T20:00:00Z,32860
2000-06-14T20:30:00Z,32606
2000-06-14T21:00:00Z,32578
2000-06-14T21:30:00Z,32552
2000-06-14T22:00:00Z,32256
2000-06-14T22:30:00Z,30893
2000-06-14T23:00:00Z,28956
2000-06-14T23:30:00Z,26926
2000-06-15T00:00:00Z,25339
2000-06-15T00:30:00Z,24677
2000-06-15T01:00:00Z,24774
2000-06-15T01:30:00Z,24932
2000-06-15T02:00:00Z,24615
2000-06-15T02:30:00Z,24244
2000-06-15T03:00:00Z,23962
2000-06-15T03:30:00Z,23970
2000-06-15T04:00:00Z,23624
2000-06-15T04:30:00Z,23113
2000-06-15T05:00:00Z,23221
2000-06-15T05:30:00Z,23940
2000-06-15T06:00:00Z,26205
2000-06-15T06:30:00Z,28582
2000-06-15T07:00:00Z,32017
2000-06-15T07:30:00Z,34569
2000-06-15T08:00:00Z,36166
2000-06-15T08:30:00Z,36510
2000-06-15T09:00:00Z,37250
2000-06-15T09:30:00Z,37372
2000-06-15T10:00:00Z,37318
2000-06-15T10:30:00Z,37333
2000-06-15T11:00:00Z,37611
2000-06-15T11:30:00Z,37736
2000-06-15T12:00:00Z,37756
2000-06-15T12:30:00Z,37275
2000-06-15T13:00:00Z,37010
2000-06-15T13:30:00Z,36926
2000-06-15T14:00:00Z,36837
2000-06-15T14:30:00Z,36726
2000-06-15T15:00:00Z,36449
2000-06-15T15:30:00Z,36734
2000-06-15T16:00:00Z,37067
2000-06-15T16:30:00Z,37174
2000-06-15T17:00:00Z,36824
2000-06-15T17:30:00Z,35980
2000-06-15T18:00:00Z,34953
2000-06-15T18:30:00Z,34235
2000-06-15T19:00:00Z,33350
2000-06-15T19:30:00Z,32664
2000-06-15T20:00:00Z,31923
2000-06-15T20:30:00Z,31603
2000-06-15T21:00:00Z,31736
2000-06-15T21:30:00Z,32134
2000-06-15T22:00:00Z,31993
2000-06-15T22:30:00Z,30956
2000-06-15T23:00:00Z,28861
2000-06-15T23:30:00Z,27012
2000-06-16T00:00:00Z,25267
2000-06-16T00:30:00Z,24560
2000-06-16T01:00:00Z,24415
2000-06-16T01:30:00Z,24490
2000-06-16T02:00:00Z,24057
2000-06-16T02:30:00Z,23680
2000-06-16T03:00:00Z,23440
2000-06-16T03:30:00Z,23432
2000-06-16T04:00:00Z,23184
2000-06-16T04:30:00Z,22774
2000-06-16T05:00:00Z,22930
2000-06-16T05:30:00Z,23579
2000-06-16T06:00:00Z,25821
2000-06-16T06:30:00Z,28193
2000-06-16T07:00:00Z,31647
2000-06-16T07:30:00Z,34117
2000-06-16T08:00:00Z,35590
2000-06-16T08:30:00Z,36167
2000-06-16T09:00:00Z,36741
2000-06-16T09:30:00Z,36768
2000-06-16T10:00:00Z,36783
2000-06-16T10:30:00Z,36991
2000-06-16T11:00:00Z,37115
2000-06-16T11:30:00Z,37224
2000-06-16T12:00:00Z,37439
2000-06-16T12:30:00Z,36822
2000-06-16T13:00:00Z,36375
2000-06-16T13:30:00Z,36126
2000-06-16T14:00:00Z,35805
2000-06-16T14:30:00Z,35478
2000-06-16T15:00:00Z,35161
2000-06-16T15:30:00Z,35123
2000-06-16T16:00:00Z,35226
2000-06-16T16:30:00Z,35435
2000-06-16T17:00:00Z,35062
2000-06-16T17:30:00Z,34357
2000-06-16T18:00:00Z,33239
2000-06-16T18:30:00Z,32583
2000-06-16T19:00:00Z,31586
2000-06-16T19:30:00Z,30604
2000-06-16T20:00:00Z,30091
2000-06-16T20:30:00Z,29610
2000-06-16T21:00:00Z,29462
2000-06-16T21:30:00Z,29893
2000-06-16T22:00:00Z,30100
2000-06-16T22:30:00Z,29071
2000-06-16T23:00:00Z,27660
2000-06-16T23:30:00Z,26242
2000-06-17T00:00:00Z,24618
2000-06-17T00:30:00Z,23740
2000-06-17T01:00:00Z,23600
2000-06-17T01:30:00Z,23350
2000-06-17T02:00:00Z,22870
2000-06-17T02:30:00Z,22390
2000-06-17T03:00:00Z,22082
2000-06-17T03:30:00Z,21823
2000-06-17T04:00:00Z,21548
2000-06-17T04:30:00Z,20867
2000-06-17T05:00:00Z,20671
2000-06-17T05:30:00Z,20948
2000-06-17T06:00:00Z,22106
2000-06-17T06:30:00Z,23295
2000-06-17T07:00:00Z,25222
2000-06-17T07:30:00Z,27075
2000-06-17T08:00:00Z,28876
2000-06-17T08:30:00Z,30152
2000-06-17T09:00:00Z,31325
2000-06-17T09:30:00Z,31720
2000-06-17T10:00:00Z,31770
2000-06-17T10:30:00Z,31694
2000-06-17T11:00:00Z,31507
2000-06-17T11:30:00Z,31267
2000-06-17T12:00:00Z,30679
2000-06-17T12:30:00Z,30227
2000-06-17T13:00:00Z,29601
2000-06-17T13:30:00Z,29002
2000-06-17T14:00:00Z,28670
2000-06-17T14:30:00Z,28308
2000-06-17T15:00:00Z,28101
2000-06-17T15:30:00Z,28074
2000-06-17T16:00:00Z,28364
2000-06-17T16:30:00Z,28772
2000-06-17T17:00:00Z,29191
2000-06-17T17:30:00Z,29118
2000-06-17T18:00:00Z,28661
2000-06-17T18:30:00Z,28005
2000-06-17T19:00:00Z,27536
2000-06-17T19:30:00Z,26823
2000-06-17T20:00:00Z,25958
2000-06-17T20:30:00Z,25897
2000-06-17T21:00:00Z,25390
2000-06-17T21:30:00Z,26690
2000-06-17T22:00:00Z,27855
2000-06-17T22:30:00Z,27276
2000-06-17T23:00:00Z,26136
2000-06-17T23:30:00Z,24839
2000-06-18T00:00:00Z,23579
2000-06-18T00:30:00Z,22570
2000-06-18T01:00:00Z,22269
2000-06-18T01:30:00Z,21878
2000-06-18T02:00:00Z,21405
2000-06-18T02:30:00Z,21024
2000-06-18T03:00:00Z,20766
2000-06-18T03:30:00Z,20541
2000-06-18T04:00:00Z,20232
2000-06-18T04:30:00Z,19485
2000-06-18T05:00:00Z,19279
2000-06-18T05:30:00Z,19342
2000-06-18T06:00:00Z,19895
2000-06-18T06:30:00Z,20744
2000-06-18T07:00:00Z,21849
2000-06-18T07:30:00Z,23073
2000-06-18T08:00:00Z,24670
2000-06-18T08:30:00Z,25975
2000-06-18T09:00:00Z,27186
2000-06-18T09:30:00Z,27996
2000-06-18T10:00:00Z,28736
2000-06-18T10:30:00Z,28957
2000-06-18T11:00:00Z,29271
2000-06-18T11:30:00Z,29490
2000-06-18T12:00:00Z,29371
2000-06-18T12:30:00Z,29068
2000-06-18T13:00:00Z,28394
2000-06-18T13:30:00Z,27685
2000-06-18T14:00:00Z,27330
2000-06-18T14:30:00Z,27130
2000-06-18T15:00:00Z,26901
2000-06-18T15:30:00Z,26873
2000-06-18T16:00:00Z,26930
2000-06-18T16:30:00Z,27084
2000-06-18T17:00:00Z,27216
2000-06-18T17:30:00Z,27139
2000-06-18T18:00:00Z,27040
2000-06-18T18:30:00Z,26990
2000-06-18T19:00:00Z,27063
2000-06-18T19:30:00Z,27059
2000-06-18T20:00:00Z,26716
2000-06-18T20:30:00Z,26960
2000-06-18T21:00:00Z,27133
2000-06-18T21:30:00Z,27954
2000-06-18T22:00:00Z,28947
2000-06-18T22:30:00Z,28247
2000-06-18T23:00:00Z,26477
2000-06-18T23:30:00Z,24635
2000-06-19T00:00:00Z,23168
2000-06-19T00:30:00Z,22498
2000-06-19T01:00:00Z,22272
2000-06-19T01:30:00Z,22291
2000-06-19T02:00:00Z,22054
2000-06-19T02:30:00Z,21737
2000-06-19T03:00:00Z,21774
2000-06-19T03:30:00Z,21654
2000-06-19T04:00:00Z,21462
2000-06-19T04:30:00Z,21173
2000-06-19T05:00:00Z,21521
2000-06-19T05:30:00Z,22334
2000-06-19T06:00:00Z,24897
2000-06-19T06:30:00Z,27609
2000-06-19T07:00:00Z,31136
2000-06-19T07:30:00Z,33625
2000-06-19T08:00:00Z,35517
2000-06-19T08:30:00Z,36628
2000-06-19T09:00:00Z,37545
2000-06-19T09:30:00Z,37995
2000-06-19T10:00:00Z,38086
2000-06-19T10:30:00Z,38389
2000-06-19T11:00:00Z,38715
2000-06-19T11:30:00Z,38777
2000-06-19T12:00:00Z,38699
2000-06-19T12:30:00Z,38307
2000-06-19T13:00:00Z,37894
2000-06-19T13:30:00Z,37832
2000-06-19T14:00:00Z,37717
2000-06-19T14:30:00Z,37563
2000-06-19T15:00:00Z,37294
2000-06-19T15:30:00Z,37604
2000-06-19T16:00:00Z,37640
2000-06-19T16:30:00Z,37584
2000-06-19T17:00:00Z,37196
2000-06-19T17:30:00Z,36090
2000-06-19T18:00:00Z,35053
2000-06-19T18:30:00Z,34283
2000-06-19T19:00:00Z,33378
2000-06-19T19:30:00Z,32754
2000-06-19T20:00:00Z,31904
2000-06-19T20:30:00Z,31817
2000-06-19T21:00:00Z,31795
2000-06-19T21:30:00Z,32467
2000-06-19T22:00:00Z,32401
2000-06-19T22:30:00Z,31574
2000-06-19T23:00:00Z,29600
2000-06-19T23:30:00Z,27540
2000-06-20T00:00:00Z,25752
2000-06-20T00:30:00Z,25196
2000-06-20T01:00:00Z,24938
2000-06-20T01:30:00Z,24740
2000-06-20T02:00:00Z,24465
2000-06-20T02:30:00Z,24187
2000-06-20T03:00:00Z,23923
2000-06-20T03:30:00Z,23837
2000-06-20T04:00:00Z,23611
2000-06-20T04:30:00Z,23198
2000-06-20T05:00:00Z,23350
2000-06-20T05:30:00Z,23994
2000-06-20T06:00:00Z,26223
2000-06-20T06:30:00Z,28568
2000-06-20T07:00:00Z,31749
2000-06-20T07:30:00Z,34325
2000-06-20T08:00:00Z,35968
2000-06-20T08:30:00Z,36745
2000-06-20T09:00:00Z,37427
2000-06-20T09:30:00Z,37718
2000-06-20T10:00:00Z,37880
2000-06-20T10:30:00Z,38206
2000-06-20T11:00:00Z,38488
2000-06-20T11:30:00Z,38657
2000-06-20T12:00:00Z,38762
2000-06-20T12:30:00Z,38230
2000-06-20T13:00:00Z,37990
2000-06-20T13:30:00Z,37673
2000-06-20T14:00:00Z,37673
2000-06-20T14:30:00Z,37530
2000-06-20T15:00:00Z,37455
2000-06-20T15:30:00Z,37622
2000-06-20T16:00:00Z,37993
2000-06-20T16:30:00Z,38264
2000-06-20T17:00:00Z,37712
2000-06-20T17:30:00Z,36707
2000-06-20T18:00:00Z,35667
2000-06-20T18:30:00Z,34737
2000-06-20T19:00:00Z,33728
2000-06-20T19:30:00Z,32967
2000-06-20T20:00:00Z,31725
2000-06-20T20:30:00Z,31408
2000-06-20T21:00:00Z,30991
2000-06-20T21:30:00Z,31696
2000-06-20T22:00:00Z,32234
2000-06-20T22:30:00Z,30990
2000-06-20T23:00:00Z,28949
2000-06-20T23:30:00Z,26904
2000-06-21T00:00:00Z,25308
2000-06-21T00:30:00Z,24764
2000-06-21T01:00:00Z,24417
2000-06-21T01:30:00Z,24377
2000-06-21T02:00:00Z,23924
2000-06-21T02:30:00Z,23583
2000-06-21T03:00:00Z,23373
2000-06-21T03:30:00Z,23398
2000-06-21T04:00:00Z,23322
